filename,label,data_source,original_fps,original_width,original_height,original_frame_count,original_duration_sec,original_start_frame,original_end_frame,preprocessed_frame_count,preprocessed_duration_sec,preprocessed_start_frame,preprocessed_end_frame,horizontal_offset,vertical_offset,x_scale_factor,y_scale_factor,preprocess_version
ajudar_ne_1.mp4,ajudar,ne,12.0,240,176,44,3.6666666666666665,7,38,72,6,20,51,0.0198422834277153,-0.0060835002660751,0.7841800340564054,0.9658650037056522,v2
ajudar_sb_2.mp4,ajudar,sb,29.97002997002997,1280,720,79,2.6359666666666666,8,71,179,6,57,120,0.0034888207912445,-0.018080851316452,1.254403200242209,1.168761328924501,v2
ajudar_uf_3.mp4,ajudar,uf,29.97002997002997,480,270,115,3.8371666666666666,25,105,179,6,49,129,0.0080048665404319,-0.0812309889793395,1.2332241872001664,1.172438562025664,v2
ajudar_vl_4.mp4,ajudar,vl,29.97002997002997,1920,1080,141,4.7047,12,138,179,6,26,152,-0.0031692758202552,0.0582536609172821,1.2208239537066752,1.018915365711943,v2
ajudar_vl_5.mp4,ajudar,vl,29.97002997002997,1920,1080,289,9.642966666666666,4,287,179,6,56,234,0.0009644493460655,-0.0355116157531738,1.011627132509604,0.9968113055613266,v2
ajudar_vl_6.mp4,ajudar,vl,60.0,1920,1080,310,5.166666666666667,7,308,360,6,29,330,-0.0139116674661636,0.0242584080696106,0.9686590581817942,1.0455538966965976,v2
animal_ne_1.mp4,animal,ne,12.0,240,176,71,5.916666666666667,13,54,72,6,15,56,-0.0202988624572753,-0.0091796963214874,0.7658310867380465,0.9654480243365728,v2
animal_sb_2.mp4,animal,sb,29.97002997002997,1280,720,74,2.469133333333333,7,71,179,6,57,121,-0.0102009557187557,-0.0195139108896255,1.2813906492224088,1.1528823397352914,v2
animal_uf_3.mp4,animal,uf,29.97002997002997,480,270,127,4.237566666666667,30,110,179,6,49,129,-0.0221292942762374,0.0062467069625854,1.3150455634081353,1.1798376611371322,v2
animal_vl_4.mp4,animal,vl,23.976023976023978,1920,1080,116,4.838166666666666,10,97,143,6,27,114,0.0345336839556694,0.0275294692516327,1.0384825926446626,0.9389090488934224,v2
animal_vl_5.mp4,animal,vl,29.97002997002997,1920,1080,145,4.838166666666667,5,142,179,6,20,157,-0.0017991736531257,-0.0154122381210326,1.0019904805062123,0.9983333065876312,v2
animal_vl_6.mp4,animal,vl,29.97002997002997,1920,1080,181,6.039366666666667,20,156,179,6,21,157,-0.0152960002422332,0.0132505239248275,1.0932372358306024,1.0005136952401683,v2
aniversário_ne_1.mp4,aniversário,ne,12.0,240,176,74,6.166666666666667,11,46,72,6,18,53,-0.0138555504381656,-0.007406464099884,0.772019725098471,0.9694336698038728,v2
aniversário_sb_2.mp4,aniversário,sb,29.97002997002997,1280,720,67,2.2355666666666667,6,65,179,6,59,118,-0.0116393253207206,-0.027309742450714,1.2553099506923555,1.179111803879528,v2
aniversário_uf_3.mp4,aniversário,uf,29.97002997002997,480,270,120,4.004,31,107,179,6,51,127,0.025524365901947,0.0061067224740982,1.3008195946400358,1.2050028646335322,v2
aniversário_vl_4.mp4,aniversário,vl,60.0,1920,1080,263,4.383333333333334,29,261,360,6,63,295,-0.0129704505205154,0.0077041299343109,0.9417639088506042,1.0167557179347493,v2
aniversário_vl_5.mp4,aniversário,vl,29.97002997002997,1920,1080,152,5.071733333333333,12,149,179,6,20,157,-0.003704710304737,0.0838171006441116,1.2545071791209832,1.092897605683078,v2
aniversário_vl_6.mp4,aniversário,vl,59.94005994005994,1920,1080,269,4.487816666666666,12,265,359,6,52,305,0.0686285749077797,0.0536711574792862,0.8861136841463992,0.857350355499712,v2
ano_ne_1.mp4,ano,ne,12.0,240,176,58,4.833333333333333,10,56,72,6,12,58,-0.0062322109937667,0.0042406321763992,0.7882991922278969,0.9529547161744109,v2
ano_sb_2.mp4,ano,sb,29.97002997002997,1280,720,70,2.3356666666666666,1,68,179,6,55,122,-0.0448274932801723,-0.0185564650893211,1.2868299849597222,1.1690967537489525,v2
ano_uf_3.mp4,ano,uf,29.97002997002997,480,270,108,3.6036,20,91,179,6,53,124,-0.0186686746776103,-0.0703611998558044,1.262517529971604,1.2205096787777985,v2
ano_vl_4.mp4,ano,vl,29.97002997002997,1920,1080,168,5.6056,12,165,179,6,12,165,-0.008996645361185,0.0488432572484016,1.2049475451940663,1.0233311221481072,v2
ano_vl_5.mp4,ano,vl,29.97002997002997,1920,1080,191,6.373033333333334,6,189,179,6,8,186,0.0170927599072456,-0.0247214167118072,1.0152133746934795,1.001352588851842,v2
ano_vl_6.mp4,ano,vl,60.0,1920,1080,428,7.133333333333334,69,406,360,6,11,348,-0.0152640141546726,0.0268967078328132,0.960192577717796,1.0369194523473533,v2
banana_ne_1.mp4,banana,ne,12.0,240,176,51,4.25,8,37,72,6,21,50,-0.0091169133782386,-0.0163496642112731,0.7706486760562756,0.9617820336452412,v2
banana_sb_2.mp4,banana,sb,29.97002997002997,1920,1080,71,2.3690333333333333,5,68,179,6,57,120,-0.0187299311161041,-0.0146336703300475,1.2917654809579444,1.167893768167673,v2
banana_uf_3.mp4,banana,uf,29.97002997002997,1920,1080,246,8.2082,13,231,179,6,33,211,-0.0144521266222,0.0571182043552398,1.531154649827298,1.2804400006318168,v2
banana_vl_4.mp4,banana,vl,29.97002997002997,1920,1080,168,5.6056,16,166,179,6,14,164,-0.0103615045547485,0.0532752768397331,1.0945880543404685,0.99333752006434,v2
banana_vl_5.mp4,banana,vl,59.94005994005994,1280,720,378,6.3063,37,344,359,6,25,332,-0.0075955905020236,0.0332986639142036,0.8924337644248134,0.8983074204174093,v2
banana_vl_6.mp4,banana,vl,59.94005994005994,1920,1080,355,5.922583333333334,17,353,359,6,11,347,0.0531882405281066,0.0529208393096924,0.9022473160683054,0.8628351047611595,v2
banheiro_ne_1.mp4,banheiro,ne,12.0,240,176,46,3.8333333333333335,7,34,72,6,22,49,0.0154439240694046,-0.014333617568016,0.7766364129844359,0.9538994207818676,v2
banheiro_sb_2.mp4,banheiro,sb,29.97002997002997,1920,1080,85,2.8361666666666667,14,83,179,6,54,123,-0.0346473440527915,-0.0157225786447524,1.3328143388963551,1.1665963316392831,v2
banheiro_uf_3.mp4,banheiro,uf,29.97002997002997,480,270,132,4.4044,16,106,179,6,44,134,0.0279058434069156,-0.0172848223447799,1.2981289811139798,1.1913212203634735,v2
banheiro_vl_4.mp4,banheiro,vl,59.94005994005994,1920,1080,300,5.005,10,297,359,6,35,322,0.0583762682974338,0.0594733656644821,0.94286531682991,0.8555346945174984,v2
banheiro_vl_5.mp4,banheiro,vl,29.97002997002997,1920,1080,129,4.3043000000000005,3,127,179,6,27,151,-0.0159086063504219,0.0604363174438476,1.114949473995055,0.9707406902076924,v2
banheiro_vl_6.mp4,banheiro,vl,59.94005994005994,1280,720,354,5.9059,74,317,359,6,57,300,-0.0134535878896713,0.0320732564926147,0.884145058178875,0.8941517900923543,v2
bebê_ne_1.mp4,bebê,ne,12.0,240,176,49,4.083333333333333,8,38,72,6,20,50,0.0243619948625564,-0.0151313273906707,0.7178324341483893,0.9289105300912416,v2
bebê_sb_2.mp4,bebê,sb,29.97002997002997,1280,720,81,2.7027,7,78,179,6,53,124,-0.0320775598287582,-0.0279865889549255,1.2407319198451336,1.1519351084349432,v2
bebê_uf_3.mp4,bebê,uf,29.97002997002997,480,270,127,4.237566666666667,21,108,179,6,45,132,-0.0008211210370063,-0.0682416884899139,1.2523488596436936,1.200820428834026,v2
bebê_vl_4.mp4,bebê,vl,29.97002997002997,1920,1080,207,6.9069,14,205,179,6,20,198,-0.0186659857630729,0.0600519241094589,1.0975739593980018,0.976775123827024,v2
bebê_vl_5.mp4,bebê,vl,59.94005994005994,1280,720,357,5.9559500000000005,58,318,359,6,49,309,-0.003293265402317,0.0362798364162445,0.8747670625005963,0.8911011938248306,v2
bebê_vl_6.mp4,bebê,vl,59.94005994005994,1920,1080,331,5.522183333333333,29,318,359,6,34,323,0.0606352135539054,0.0454584897756576,0.8853398408218545,0.8638815573130437,v2
cabeça_ne_1.mp4,cabeça,ne,12.0,240,176,61,5.083333333333333,12,48,72,6,17,53,0.0004027485847473,-0.0030653862953185,0.8382541200709701,1.011116960865896,v2
cabeça_sb_2.mp4,cabeça,sb,29.97002997002997,1280,720,88,2.9362666666666666,15,85,179,6,54,124,-0.0091189801692962,-0.0387025206089019,1.2625229532614457,1.1915800234131022,v2
cabeça_uf_3.mp4,cabeça,uf,29.97002997002997,480,270,107,3.5702333333333334,21,94,179,6,52,125,-0.0049916639924049,-0.0874032645225524,1.216741499715113,1.1857155402773008,v2
cabeça_vl_4.mp4,cabeça,vl,29.97002997002997,1920,1080,169,5.638966666666667,13,166,179,6,12,165,-0.0083207711577415,0.0118980408906936,1.096353375767047,0.981760777369988,v2
cabeça_vl_5.mp4,cabeça,vl,29.97002997002997,1920,1080,176,5.872533333333333,8,138,179,6,24,154,0.0368688575923442,-0.0891758291721343,0.9549253992058312,1.024907519826773,v2
cabeça_vl_6.mp4,cabeça,vl,59.94005994005994,1920,1080,247,4.120783333333334,14,225,359,6,73,284,-0.0007096841931343,-0.0045118598937988,0.8585623811227855,0.8677206415221059,v2
café_ne_1.mp4,café,ne,12.0,240,176,39,3.25,3,36,72,6,19,52,0.0024700582027435,0.000576248884201,0.8281088180996811,0.9908431524779242,v2
café_sb_2.mp4,café,sb,29.97002997002997,1280,720,61,2.0353666666666665,3,59,179,6,61,117,-0.0465742334723472,-0.0287895350456237,1.301789774037056,1.1538649982762592,v2
café_uf_3.mp4,café,uf,29.97002997002997,1920,1080,153,5.1051,15,147,179,6,23,155,-0.0192029803991317,0.0641193540096283,1.6017927968306098,1.3422116015566108,v2
café_vl_4.mp4,café,vl,29.97002997002997,1920,1080,196,6.539866666666667,9,194,179,6,12,190,0.0266102135181427,-0.0831718354225158,0.966170317228516,1.0242000439564984,v2
café_vl_5.mp4,café,vl,59.94005994005994,1920,1080,312,5.2052000000000005,6,310,359,6,27,331,0.0613642141222953,-0.0059700994491576,0.8962741526267588,0.8587120221626273,v2
café_vl_6.mp4,café,vl,29.97002997002997,1920,1080,161,5.372033333333333,8,159,179,6,13,164,-0.0186546206474304,0.0117834300994873,1.0823173480633632,0.9846505009669884,v2
carne_ne_1.mp4,carne,ne,12.0,240,176,47,3.9166666666666665,9,39,72,6,20,50,0.0276788920164108,0.0040464015007019,0.7458821821081816,0.9261337525676788,v2
carne_sb_2.mp4,carne,sb,29.97002997002997,1280,720,60,2.002,3,58,179,6,61,116,-0.039944440126419,-0.0037152780890464,1.3520974345426242,1.1657107097517696,v2
carne_uf_3.mp4,carne,uf,29.97002997002997,1920,1080,121,4.037366666666666,8,108,179,6,39,139,-0.0105665132403373,0.0558636547327041,1.4629745957946934,1.2594256748380752,v2
carne_vl_4.mp4,carne,vl,29.97002997002997,1920,1080,165,5.5055000000000005,15,161,179,6,16,162,-0.0158450007438659,0.0123697729110717,1.0941309418712786,1.0184572463174326,v2
carne_vl_5.mp4,carne,vl,29.97002997002997,1920,1080,253,8.441766666666666,17,249,179,6,44,222,0.0101752042770385,-0.0781057267189025,0.9751746752146484,1.0293128391741295,v2
carne_vl_6.mp4,carne,vl,59.94005994005994,1920,1080,248,4.137466666666667,9,246,359,6,60,297,0.0695144616067409,0.0057823718786239,0.9063118029917078,0.8499061240488559,v2
casa_ne_1.mp4,casa,ne,12.0,240,176,37,3.083333333333333,3,34,72,6,20,51,0.0065749004483222,0.0080246241092682,0.7642814994301229,0.9464835824684226,v2
casa_sb_2.mp4,casa,sb,29.97002997002997,1280,720,64,2.135466666666667,2,60,179,6,60,118,-0.0263447843492031,-0.01291892516613,1.326275760016872,1.1945799443853238,v2
casa_uf_3.mp4,casa,uf,29.97002997002997,1920,1080,135,4.5045,13,128,179,6,31,146,-0.0037921205163002,0.0995572717189788,1.5784042743309366,1.2558088056057453,v2
casa_vl_4.mp4,casa,vl,29.97002997002997,1920,1080,196,6.539866666666667,23,179,179,6,11,167,-0.0121979370713233,0.0119562150239944,1.0718425111959553,0.9923886459467346,v2
casa_vl_5.mp4,casa,vl,29.97002997002997,1920,1080,195,6.5065,9,193,179,6,12,190,0.0188762083649635,-0.0965549497604369,0.9659320861724976,1.041941459492946,v2
casa_vl_6.mp4,casa,vl,59.94005994005994,1920,1080,276,4.6046000000000005,13,270,359,6,50,307,-0.0042141914367675,-0.0110112040042877,0.8566921396634715,0.871876346126546,v2
cebola_ne_1.mp4,cebola,ne,12.0,240,176,53,4.416666666666667,11,45,72,6,18,52,0.0262462466955184,-0.0011293141841888,0.7591712982652836,0.9323944862826032,v2
cebola_sb_2.mp4,cebola,sb,29.97002997002997,1280,720,82,2.736066666666667,7,78,179,6,53,124,-0.0471532545983791,-0.0205483137369155,1.3095342649414183,1.183624707801819,v2
cebola_uf_3.mp4,cebola,uf,29.97002997002997,1920,1080,195,6.5065,14,191,179,6,0,177,-0.0134514302015304,0.0487553776502609,1.5019059114832911,1.2459946119977,v2
cebola_vl_4.mp4,cebola,vl,29.97002997002997,1920,1080,209,6.973633333333334,13,207,179,6,21,199,-0.0162361472845077,0.0106397659778595,1.0881993205436191,0.9908740319725136,v2
cebola_vl_5.mp4,cebola,vl,29.97002997002997,1920,1080,265,8.842166666666667,77,240,179,6,7,170,0.0234166771173477,-0.0979108660221099,0.951154713595007,1.0561838904987444,v2
cebola_vl_6.mp4,cebola,vl,29.97002997002997,1920,1080,276,9.2092,71,254,179,6,73,251,-0.0059844136238098,0.0461103425621986,1.1633614425712162,1.004265594582216,v2
comer_ne_1.mp4,comer,ne,12.0,240,176,51,4.25,9,43,72,6,18,52,0.0119564548134803,-0.004879471540451,0.8440477113343489,1.008049993058871,v2
comer_sb_2.mp4,comer,sb,29.97002997002997,1280,720,74,2.469133333333333,1,72,179,6,53,124,-0.0376995667815208,-0.0173876641988754,1.356427433126385,1.1911013998084248,v2
comer_uf_3.mp4,comer,uf,29.97002997002997,480,270,108,3.6036,15,79,179,6,57,121,-0.0248112216591835,-0.0756446539163589,1.2697432290153112,1.2012723082839791,v2
comer_vl_4.mp4,comer,vl,29.97002997002997,1920,1080,164,5.472133333333334,11,160,179,6,14,163,-0.0090026400983333,0.0508427785038948,1.0999316080118016,0.981480767680574,v2
comer_vl_5.mp4,comer,vl,29.97002997002997,1920,1080,104,3.470133333333333,16,102,179,6,46,132,-0.0183733694255352,0.0794324741959572,1.2266279494845984,1.0652871236198629,v2
comer_vl_6.mp4,comer,vl,59.94005994005994,1920,1080,249,4.1541500000000005,18,247,359,6,64,293,0.0453063085675239,0.040114623427391,0.9135652232925996,0.8701502405589394,v2
cortar_ne_1.mp4,cortar,ne,12.0,240,176,42,3.5,15,34,72,6,26,45,0.0180609919130802,-0.0568621693849563,0.7291011487198262,0.9674703136916531,v2
cortar_sb_2.mp4,cortar,sb,29.97002997002997,1280,720,62,2.0687333333333333,5,60,179,6,61,116,-0.0014164067804813,-0.0316413758993148,1.3278874829022769,1.192606186287944,v2
cortar_uf_3.mp4,cortar,uf,29.97002997002997,480,270,133,4.437766666666667,39,120,179,6,48,129,-0.0215789169073104,-0.0805563359260558,1.267245210505165,1.2190803546338589,v2
cortar_vl_4.mp4,cortar,vl,29.97002997002997,1920,1080,155,5.171833333333334,16,152,179,6,21,157,-0.0148195579648017,0.0439744682312011,1.149322480830917,0.9988947738606184,v2
cortar_vl_5.mp4,cortar,vl,29.97002997002997,1920,1080,151,5.038366666666667,12,148,179,6,21,157,-0.0123899564146995,0.0071306974887848,1.0700683776405024,0.9808216702831436,v2
cortar_vl_6.mp4,cortar,vl,29.97002997002997,1920,1080,131,4.371033333333333,18,129,179,6,33,144,-0.0278125792741775,0.078786572933197,1.2342017602294764,1.067781352117441,v2
crescer_ne_1.mp4,crescer,ne,12.0,240,176,46,3.8333333333333335,12,41,72,6,21,50,0.0152715198695659,-0.052354276061058,0.717232616534395,0.9626981629977336,v2
crescer_sb_2.mp4,crescer,sb,29.97002997002997,1280,720,74,2.469133333333333,5,72,179,6,55,122,-0.0493751518428325,-0.019951347887516,1.2687154263321208,1.21150425577719,v2
crescer_uf_3.mp4,crescer,uf,29.97002997002997,480,270,140,4.671333333333333,29,124,179,6,41,136,-0.0243063986301422,-0.0780426560640334,1.2518214610842244,1.232199413132916,v2
crescer_vl_4.mp4,crescer,vl,59.94005994005994,1920,1080,145,2.419083333333333,51,143,359,6,133,225,0.0528219759464263,0.0349436135292053,0.8875631004957847,0.864963198735238,v2
crescer_vl_5.mp4,crescer,vl,29.97002997002997,1920,1080,138,4.6046000000000005,10,123,179,6,32,145,-0.0124353677034378,0.0035453171730041,1.0622793528010768,0.9905862191473978,v2
crescer_vl_6.mp4,crescer,vl,59.94005994005994,1280,720,347,5.789116666666667,43,341,359,6,30,328,-0.011952257156372,0.0318731398582458,0.8875302644643719,0.8951747081418309,v2
família_ne_1.mp4,família,ne,12.0,240,176,39,3.25,8,33,72,6,23,48,0.006723715364933,-0.0793712048530578,0.6382233761926946,0.93160866350149,v2
família_sb_2.mp4,família,sb,29.97002997002997,1920,1080,81,2.7027,13,77,179,6,57,121,0.015030899643898,0.0158275784254074,1.286523428837655,1.1037850113560954,v2
família_uf_3.mp4,família,uf,29.97002997002997,480,270,138,4.6046000000000005,21,124,179,6,37,140,-0.0245891779661178,-0.0479771523475646,1.2777523948139105,1.1961291786325576,v2
família_vl_4.mp4,família,vl,29.97002997002997,1920,1080,122,4.070733333333333,8,119,179,6,33,144,-0.0178265571594238,0.0802883104681968,1.225731165074291,1.0650583602915944,v2
